64.71,09:46:50
57.67,09:46:51
57.67,09:46:51
57.67,09:46:52
57.67,09:46:53
57.67,09:46:53
57.58,09:46:54
57.67,09:46:54
57.58,09:46:55
57.67,09:46:55
57.67,09:46:56
57.67,09:46:56
57.77,09:46:57
57.67,09:46:57
57.67,09:46:58
57.87,09:46:58
57.77,09:46:59
57.67,09:46:59
57.67,09:47:00
57.67,09:47:00
57.58,09:47:01
57.67,09:47:01
57.67,09:47:02
57.67,09:47:02
57.77,09:47:03
57.58,09:47:03
57.77,09:47:04
57.77,09:47:04
57.77,09:47:05
57.67,09:47:05
57.58,09:47:06
57.87,09:47:06
57.77,09:47:07
57.67,09:47:07
57.77,09:47:08
57.87,09:47:09
57.87,09:47:09
57.87,09:47:10
57.77,09:47:10
57.87,09:47:11
57.87,09:47:11
57.77,09:47:12
57.87,09:47:12
57.87,09:47:13
57.87,09:47:13
57.87,09:47:14
57.87,09:47:14
58.06,09:47:15
57.87,09:47:15
57.87,09:47:16
57.87,09:47:16
58.06,09:47:17
57.87,09:47:17
57.87,09:47:18
58.06,09:47:18
57.97,09:47:19
57.87,09:47:19
58.06,09:47:20
57.97,09:47:20
57.97,09:47:21
58.16,09:47:21
58.06,09:47:22
57.97,09:47:22
57.97,09:47:23
58.16,09:47:24
57.97,09:47:24
57.97,09:47:25
58.16,09:47:25
57.97,09:47:26
57.97,09:47:26
58.06,09:47:27
58.06,09:47:27
58.06,09:47:28
58.16,09:47:28
58.06,09:47:29
58.06,09:47:29
58.06,09:47:30
58.16,09:47:30
58.16,09:47:31
58.16,09:47:31
58.36,09:47:32
58.06,09:47:32
58.16,09:47:33
58.06,09:47:33
58.16,09:47:34
58.16,09:47:34
58.16,09:47:35
58.16,09:47:35
58.16,09:47:36
58.06,09:47:36
58.16,09:47:37
58.26,09:47:37
58.16,09:47:38
58.36,09:47:38
58.46,09:47:39
58.36,09:47:40
58.36,09:47:40
58.46,09:47:41
58.26,09:47:41
58.26,09:47:42
58.46,09:47:42
58.46,09:47:43
58.26,09:47:43
58.46,09:47:44
58.36,09:47:44
58.46,09:47:45
58.36,09:47:45
58.55,09:47:46
58.65,09:47:46
58.55,09:47:47
58.65,09:47:47
58.75,09:47:48
58.36,09:47:48
58.46,09:47:49
58.65,09:47:49
58.75,09:47:50
58.46,09:47:50
58.65,09:47:51
58.46,09:47:51
58.46,09:47:52
58.65,09:47:52
58.75,09:47:53
58.65,09:47:53
58.65,09:47:54
58.46,09:47:54
58.55,09:47:55
58.55,09:47:56
58.85,09:47:56
58.75,09:47:57
58.75,09:47:57
58.75,09:47:58
58.65,09:47:58
58.75,09:47:59
58.94,09:47:59
58.65,09:48:00
58.75,09:48:00
58.75,09:48:01
58.65,09:48:01
58.65,09:48:02
58.75,09:48:02
58.85,09:48:03
58.75,09:48:03
58.94,09:48:04
58.85,09:48:04
58.85,09:48:05
58.75,09:48:05
58.85,09:48:06
58.85,09:48:06
58.85,09:48:07
58.85,09:48:07
58.94,09:48:08
58.94,09:48:08
58.85,09:48:09
58.94,09:48:09
58.94,09:48:10
58.94,09:48:10
58.94,09:48:11
58.85,09:48:12
58.94,09:48:12
58.85,09:48:13
59.04,09:48:13
59.04,09:48:14
58.94,09:48:14
58.85,09:48:15
58.94,09:48:15
58.94,09:48:16
58.94,09:48:16
58.94,09:48:17
58.94,09:48:17
59.14,09:48:18
59.04,09:48:18
59.04,09:48:19
58.94,09:48:19
58.94,09:48:20
58.94,09:48:20
59.04,09:48:21
58.94,09:48:21
59.04,09:48:22
58.94,09:48:22
59.14,09:48:23
59.14,09:48:23
59.14,09:48:24
59.24,09:48:24
58.94,09:48:25
58.94,09:48:25
59.24,09:48:26
58.94,09:48:26
59.04,09:48:27
59.04,09:48:28
59.14,09:48:28
59.34,09:48:29
59.14,09:48:29
59.24,09:48:30
59.24,09:48:30
59.43,09:48:31
59.14,09:48:31
59.24,09:48:32
59.43,09:48:32
59.34,09:48:33
59.24,09:48:33
59.43,09:48:34
59.14,09:48:34
59.43,09:48:35
59.14,09:48:35
59.34,09:48:36
59.34,09:48:36
59.43,09:48:37
59.24,09:48:37
59.34,09:48:38
59.34,09:48:38
59.34,09:48:39
59.34,09:48:39
59.34,09:48:40
59.34,09:48:40
59.43,09:48:41
59.43,09:48:41
59.34,09:48:42
59.43,09:48:42
59.43,09:48:43
59.34,09:48:44
59.43,09:48:44
59.43,09:48:45
59.43,09:48:45
59.43,09:48:46
59.43,09:48:46
59.43,09:48:47
59.43,09:48:47
59.43,09:48:48
59.43,09:48:48
59.43,09:48:49
59.53,09:48:49
59.53,09:48:50
59.53,09:48:50
59.43,09:48:51
59.43,09:48:51
59.43,09:48:52
59.53,09:48:52
59.43,09:48:53
59.53,09:48:53
59.63,09:48:54
59.53,09:48:54
59.43,09:48:55
59.53,09:48:55
59.53,09:48:56
59.53,09:48:56
59.63,09:48:57
59.63,09:48:57
59.63,09:48:58
59.63,09:48:58
59.53,09:48:59
59.63,09:49:00
59.73,09:49:00
59.73,09:49:01
59.63,09:49:01
59.43,09:49:02
59.73,09:49:02
59.53,09:49:03
59.43,09:49:03
59.63,09:49:04
59.53,09:49:04
59.73,09:49:05
59.63,09:49:05
59.73,09:49:06
59.63,09:49:06
59.63,09:49:07
59.53,09:49:07
59.43,09:49:08
59.63,09:49:08
59.63,09:49:09
59.73,09:49:09
59.73,09:49:10
59.73,09:49:10
59.63,09:49:11
59.73,09:49:11
59.73,09:49:12
59.53,09:49:12
59.53,09:49:13
59.82,09:49:13
59.73,09:49:14
59.73,09:49:15
59.73,09:49:15
59.73,09:49:16
59.92,09:49:16
59.82,09:49:17
59.73,09:49:17
59.73,09:49:18
59.63,09:49:18
59.92,09:49:19
59.92,09:49:19
59.82,09:49:20
59.92,09:49:20
59.82,09:49:21
59.92,09:49:21
59.73,09:49:22
59.92,09:49:22
59.73,09:49:23
60.02,09:49:23
60.12,09:49:24
59.73,09:49:24
59.92,09:49:25
59.73,09:49:25
59.92,09:49:26
59.92,09:49:26
59.92,09:49:27
59.92,09:49:27
59.92,09:49:28
59.92,09:49:28
59.92,09:49:29
60.02,09:49:29
60.02,09:49:30
59.82,09:49:31
60.02,09:49:31
59.92,09:49:32
59.92,09:49:32
59.82,09:49:33
60.02,09:49:33
60.02,09:49:34
60.02,09:49:34
60.02,09:49:35
59.92,09:49:35
60.02,09:49:36
59.92,09:49:36
59.92,09:49:37
59.92,09:49:37
59.73,09:49:38
59.82,09:49:38
59.82,09:49:39
60.12,09:49:39
59.53,09:49:40
59.53,09:49:40
